textA,textB,keywordsA,keywordsB,authorA,authorb,named_entitiesA,named_entitiesB 
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'(Ronald Reagan) raised taxes a billion dollars in his first year as governor of California.',Taxes,Taxes,Democratic Governors Association,Mike Huckabee,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Club for Growth,Lou Cannon,Mike Huckabee,Pat Brown,Republican,Ronald Reagan,Ronald Reagan Presidential Library,Rudy Giuliani,Simi Valley,South Carolina,governor of California,income tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'There have been literally hundreds of new tax preferences and loopholes added to the code since 1986, last time we did this.'",Taxes,Taxes,Democratic Governors Association,Rob Portman,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Affordable Care Act,American Enterprise Institute,American Jobs Creation Act of 2004,Austan Goolsbee,Barack Obama,Clinton administration,Congressional Budget Office,Congressional Research Service,Council of Economic Advisers,Democrat,Economic Recovery Advisory Board,Federal Reserve,Fred T. Goldberg Jr,George W. Bush,IRS commissioner,Joint Committee on Taxation,Joint Select Committee on Deficit Reduction,Leonard Burman,Martin Feldstein,Max Baucus,Montana,NASCAR,National Bureau of Economic Research,Paul Volcker,Rob Portman,Ronald Reagan,Senate Finance Committee,Syracuse University,Tax Policy Center,Tax Reform Act of 1986,U.S. House Ways and Means Committee,U.S. senator,University of Chicago,Urban Institute,White House,earned income tax credit,economist,ethanol,joint tax committee,prepared testimony,single tax,tax expenditure,the Fox,the staff"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Fifty-one percent -- that is, a majority of American households -- paid no income tax in 2009. Zero. Zip. Nada.'",Taxes,Taxes,Democratic Governors Association,John Cornyn,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,Bob Williams,Earned Income Tax Credit,Eric Cantor,House Majority Leader,John Cornyn,Joint Committee on Taxation,Medicare,Orrin Hatch,PolitiFact,Social Security,Tax Policy Center,Urban-Brookings Tax Policy Center,hedge fund,income tax,income taxes,out through,to show"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'Buono voted 154 times to raise our taxes -- like the sales tax, the income tax, health care taxes, even small business taxes.'",Taxes,Taxes,Democratic Governors Association,Chris Christie,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barbara Buono,Chris Christie,Jim McGreevey,Jon Corzine,Kevin Roberts,NJ.com,Republican,Richard Codey,Tom Kean Jr,gloves are,income tax,sales tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Forty-seven percent of Americans pay no income tax.',Taxes,Taxes,Democratic Governors Association,Mitt Romney,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,Earned Income Tax Credit,Joint Committee on Taxation,Mitt Romney,Mother Jones,PolitiFact,Social Security,Tax Policy Center,That that,federal income tax,income tax,sector of,standard deduction,t connect,taxable income,think tank"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia.',Taxes,Taxes,Democratic Governors Association,Bernie Sanders,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bernie Sanders,Carl Davis,Darrell Clarke,Hillary Clinton,Huffington Post,Institute on Taxation and Economic Policy,Jim Kenney,New York City,Philly Mag,Republican,Utah State University,https,sin tax,soda tax,sugary drink tax,tax on soda,uniformity clause,universal pre-school"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,There is 'a situation in this country where you're nearing 50 percent of people who don't even pay income taxes.',Taxes,Taxes,Democratic Governors Association,Eric Cantor,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","CNBC,Eric Cantor,Joint Committee on Taxation,Medicaid,Medicare,Republican,Squawk Box,Tax Policy Center,income tax,refundable tax credit"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Michael Thurmond 'authored major legislation that has provided more than $250 million in tax relief to Georgia’s senior citizens and working families.',Taxes,Taxes,Democratic Governors Association,Michael Thurmond,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Atlanta Journal-Constitution,DeKalb County,Georgia,Georgia Budget and Policy Institute,Georgia Department of Revenue,Guhl,Johnny Isakson,Libertarian Party,Michael Thurmond,PolitiFact,Republican,Sonny Perdue,U.S. Senate,Zell Miller,argues,big help,sales tax,senior citizen"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says Donald Trump’s tax plan gives the wealthy and corporations 'more than the Bush tax cuts by at least a factor of two.',Taxes,Taxes,Democratic Governors Association,Hillary Clinton,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bill Clinton,Bush tax cuts,Center on Budget and Policy Priorities,Donald Trump,GDP,George W. Bush,Hillary Clinton,Tax Foundation,Tax Policy Center,Urban Institute,capital gains tax,carried interest,conservative,hedge fund,https,income tax,sole proprietorships"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Obama's tax plan cuts taxes 'for 95 percent of all working families.',Taxes,Taxes,Democratic Governors Association,Barack Obama,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,Bob Williams,Bush tax cuts,Elko, Nev,Internal Revenue Service,Tax Policy Center"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Under the compromise tax agreement, '99.7% of American families will not pay 1 nickel in an estate tax.'",Taxes,Taxes,Democratic Governors Association,Bernie Sanders,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,Bernie Sanders,Bob Williams,Estate tax,George W. Bush,Jim DeMint,Tax Policy Center,Twitter,democratic socialist,estate tax,income tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Five percent of Americans pay over half the income taxes in this country. Forty percent of Americans pay no income taxes at all.',Taxes,Taxes,Democratic Governors Association,Fred Thompson,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Brookings Institution,Bush administration,Fred Thompson,Tax Foundation,Tax Policy Center,Urban Institute"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Sen. McCain says it was not a mistake to vote against the Bush tax cuts ... but now says the tax cuts need to be made permanent.',Taxes,Taxes,Democratic Governors Association,Mitt Romney,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Bush tax cuts,Fox News,Great Society,Iraq,John McCain,Medicare,Mitt Romney,New Hampshire,deja vu,dividend,earmarks,face of unknown,income tax,sales tax,unknown war"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'A far different picture from the prior eight years, which saw 115 increases in taxes and fees.'",Taxes,Taxes,Democratic Governors Association,Chris Christie,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Chris Christie,Jim McGreevey,Jon Corzine,Michael Drewniak,NJ.com,PolitiFact,Republican,Richard Codey,Tom Kean Jr,property tax,sales tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"Says that under his tax plan, seniors making less than $50,000 per year won't pay any income taxes.",Taxes,Taxes,Democratic Governors Association,Barack Obama,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,John McCain,Tax Policy Center"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Feminine hygiene products are subject to sales tax in most states.,Taxes,taxes,Democratic Governors Association,Unknown,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Alaska,Barack Obama,Diane Savino,European Union,Hyde Park,Ingrid Nilsen,Mark Keam,MarketWatch,Maryland,Montana,NYMag,NYMag.com,New Hampshire,New Jersey,New York Senate,Oregon,Pennsylvania,Republican,South Carolina,Sue Serino,Utah,YouTube,but not,feminine hygiene,friendly amendment,it. It,menstruation,sales tax,screenshot,stop taxing periods,tampon tax,viral art"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'I have never once raised the county tax levy -- not for seven straight years.',Taxes,Taxes,Democratic Governors Association,Robert Astorino,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Andrew M. Cuomo,New York State Comptroller,Republican,Westchester County,Westchester County Executive,https,property tax,sales tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says the Multnomah County Library system 'is the second busiest in the nation.',Taxes,Taxes,Democratic Governors Association,Libraries Yes! Committee,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","American Library Association,Cuyahoga County Public Library,Institute of Museum and Library Services,Multnomah County,Multnomah County Library,New York Public Library,public libraries in North America,who is first"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,"'The Alternative Minimum Tax was never intended to hit people in middle income, upper middle income. It was meant for people who are rich and evading taxes.'",Taxes,Taxes,Democratic Governors Association,Hillary Clinton,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Brookings Institution,Congressional Research Service,Joseph W. Barr,Tax Policy Center,Tax Reform Act of 1969,Urban Institute,alternative minimum tax"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,John McCain wants to 'give oil companies another $4-billion' in tax breaks.,Taxes,Taxes,Democratic Governors Association,Barack Obama,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Barack Obama,Center for American Progress,Center for American Progress Action Fund,Exxon Mobil,John McCain,Securities and Exchange Commission"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,Says 'half the Americans don't pay any income taxes.',Taxes,Taxes,Democratic Governors Association,Scott Garrett,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","Greece,John Gambling,Joint Committee on Taxation,NJ.com,PolitiFact,Republican,Scott Garrett,Sussex County,Tax Policy Center,WOR-AM,federal income tax,income tax,standard deduction"
Democrats say Chafee wants to tax equipment that enables amputee veterans to drive,'Some politicians … want to put new taxes on a lot of groceries.',Taxes,Taxes,Democratic Governors Association,Americans Against Food Taxes,"Democratic Governors Association,John Chafee,Korean War,Lincoln Chafee,PolitiFact,Washington, D.C,World War II,sales tax","7-Eleven,7-Eleven, Inc,Advertising Age,American Beverage Association,Arizona,Bud Lite,Burger King,Burger King Corp,CNN,Center for Consumer Freedom,Connecticut,Domino’s Pizza,Doritos,Felix Ortiz,Give me,Grocery Manufacturers Association,Hawaii,Mississippi,National Association of Convenience Stores,New Mexico,New York City,Oklahoma,Oregon,Philadelphia,Rudd Center for Food Policy and Obesity,Snack Food,South Dakota,Super Bowl Sunday,U.S. Chamber of Commerce,Vermont,Wendy’s/Arby’s Group, Inc,West Virginia,Yale University,but not"
